"","crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","black","lstat","medv"
"258",0.61154,20,3.97,0,6.47,8.704,86.9,1.801,5,264,13,0.3897,0.0512,50
"259",0.66351,20,3.97,0,6.47,7.333,100,1.8946,5,264,13,0.38329,0.0779,36
"260",0.65665,20,3.97,0,6.47,6.842,100,2.0107,5,264,13,0.39193,0.069,30.1
"261",0.54011,20,3.97,0,6.47,7.203,81.8,2.1121,5,264,13,0.3928,0.0959,33.8
"262",0.53412,20,3.97,0,6.47,7.52,89.4,2.1398,5,264,13,0.38837,0.0726,43.1
"263",0.52014,20,3.97,0,6.47,8.398,91.5,2.2885,5,264,13,0.38686,0.0591,48.8
"264",0.82526,20,3.97,0,6.47,7.327,94.5,2.0788,5,264,13,0.39342,0.1125,31
"265",0.55007,20,3.97,0,6.47,7.206,91.6,1.9301,5,264,13,0.38789,0.081,36.5
"266",0.76162,20,3.97,0,6.47,5.56,62.8,1.9865,5,264,13,0.3924,0.1045,22.8
"267",0.7857,20,3.97,0,6.47,7.014,84.6,2.1329,5,264,13,0.38407,0.1479,30.7
"268",0.57834,20,3.97,0,5.75,8.297,67,2.4216,5,264,13,0.38454,0.0744,50
"269",0.5405,20,3.97,0,5.75,7.47,52.6,2.872,5,264,13,0.3903,0.0316,43.5
"270",0.09065,20,6.96,1,4.64,5.92,61.5,3.9175,3,223,18.6,0.39134,0.1365,20.7
"271",0.29916,20,6.96,0,4.64,5.856,42.1,4.429,3,223,18.6,0.38865,0.13,21.1
"272",0.16211,20,6.96,0,4.64,6.24,16.3,4.429,3,223,18.6,0.3969,0.0659,25.2
"273",0.1146,20,6.96,0,4.64,6.538,58.7,3.9175,3,223,18.6,0.39496,0.0773,24.4
"274",0.22188,20,6.96,1,4.64,7.691,51.8,4.3665,3,223,18.6,0.39077,0.0658,35.2
"275",0.05644,40,6.41,1,4.47,6.758,32.9,4.0776,4,254,17.6,0.3969,0.0353,32.4
"276",0.09604,40,6.41,0,4.47,6.854,42.8,4.2673,4,254,17.6,0.3969,0.0298,32
"277",0.10469,40,6.41,1,4.47,7.267,49,4.7872,4,254,17.6,0.38925,0.0605,33.2
"278",0.06127,40,6.41,1,4.47,6.826,27.6,4.8628,4,254,17.6,0.39345,0.0416,33.1
"279",0.07978,40,6.41,0,4.47,6.482,32.1,4.1403,4,254,17.6,0.3969,0.0719,29.1
"280",0.21038,20,3.33,0,4.429,6.812,32.2,4.1007,5,216,14.9,0.3969,0.0485,35.1
"281",0.03578,20,3.33,0,4.429,7.82,64.5,4.6947,5,216,14.9,0.38731,0.0376,45.4
"282",0.03705,20,3.33,0,4.429,6.968,37.2,5.2447,5,216,14.9,0.39223,0.0459,35.4
"283",0.06129,20,3.33,1,4.429,7.645,49.7,5.2119,5,216,14.9,0.37707,0.0301,46
"284",0.01501,90,1.21,1,4.01,7.923,24.8,5.885,1,198,13.6,0.39552,0.0316,50
"285",0.00906,90,2.97,0,4,7.088,20.8,7.3073,1,285,15.3,0.39472,0.0785,32.2
"286",0.01096,55,2.25,0,3.89,6.453,31.9,7.3073,1,300,15.3,0.39472,0.0823,22
"287",0.01965,80,1.76,0,3.85,6.23,31.5,9.0892,1,241,18.2,0.3416,0.1293,20.1
"288",0.03871,52.5,5.32,0,4.05,6.209,31.3,7.3172,6,293,16.6,0.3969,0.0714,23.2
"289",0.0459,52.5,5.32,0,4.05,6.315,45.6,7.3172,6,293,16.6,0.3969,0.076,22.3
"290",0.04297,52.5,5.32,0,4.05,6.565,22.9,7.3172,6,293,16.6,0.37172,0.0951,24.8
"291",0.03502,80,4.95,0,4.11,6.861,27.9,5.1167,4,245,19.2,0.3969,0.0333,28.5
"292",0.07886,80,4.95,0,4.11,7.148,27.7,5.1167,4,245,19.2,0.3969,0.0356,37.3
"293",0.03615,80,4.95,0,4.11,6.63,23.4,5.1167,4,245,19.2,0.3969,0.047,27.9
"294",0.08265,0,13.92,0,4.37,6.127,18.4,5.5027,4,289,16,0.3969,0.0858,23.9
"295",0.08199,0,13.92,0,4.37,6.009,42.3,5.5027,4,289,16,0.3969,0.104,21.7
"296",0.12932,0,13.92,0,4.37,6.678,31.1,5.9604,4,289,16,0.3969,0.0627,28.6
"297",0.05372,0,13.92,0,4.37,6.549,51,5.9604,4,289,16,0.39285,0.0739,27.1
"298",0.14103,0,13.92,0,4.37,5.79,58,6.32,4,289,16,0.3969,0.1584,20.3
"299",0.06466,70,2.24,0,4,6.345,20.1,7.8278,5,358,14.8,0.36824,0.0497,22.5
"300",0.05561,70,2.24,0,4,7.041,10,7.8278,5,358,14.8,0.37158,0.0474,29
"301",0.04417,70,2.24,0,4,6.871,47.4,7.8278,5,358,14.8,0.39086,0.0607,24.8
"302",0.03537,34,6.09,0,4.33,6.59,40.4,5.4917,7,329,16.1,0.39575,0.095,22
"303",0.09266,34,6.09,0,4.33,6.495,18.4,5.4917,7,329,16.1,0.38361,0.0867,26.4
"304",0.1,34,6.09,0,4.33,6.982,17.7,5.4917,7,329,16.1,0.39043,0.0486,33.1
"305",0.05515,33,2.18,0,4.72,7.236,41.1,4.022,7,222,18.4,0.39368,0.0693,36.1
"306",0.05479,33,2.18,0,4.72,6.616,58.1,3.37,7,222,18.4,0.39336,0.0893,28.4
"307",0.07503,33,2.18,0,4.72,7.42,71.9,3.0992,7,222,18.4,0.3969,0.0647,33.4
"308",0.04932,33,2.18,0,4.72,6.849,70.3,3.1827,7,222,18.4,0.3969,0.0753,28.2
"309",0.49298,0,9.9,0,5.44,6.635,82.5,3.3175,4,304,18.4,0.3969,0.0454,22.8
"310",0.3494,0,9.9,0,5.44,5.972,76.7,3.1025,4,304,18.4,0.39624,0.0997,20.3
"311",2.63548,0,9.9,0,5.44,4.973,37.8,2.5194,4,304,18.4,0.35045,0.1264,16.1
"312",0.79041,0,9.9,0,5.44,6.122,52.8,2.6403,4,304,18.4,0.3969,0.0598,22.1
"313",0.26169,0,9.9,0,5.44,6.023,90.4,2.834,4,304,18.4,0.3963,0.1172,19.4
"314",0.26938,0,9.9,0,5.44,6.266,82.8,3.2628,4,304,18.4,0.39339,0.079,21.6
"315",0.3692,0,9.9,0,5.44,6.567,87.3,3.6023,4,304,18.4,0.39569,0.0928,23.8
"316",0.25356,0,9.9,0,5.44,5.705,77.7,3.945,4,304,18.4,0.39642,0.115,16.2
"317",0.31827,0,9.9,0,5.44,5.914,83.2,3.9986,4,304,18.4,0.3907,0.1833,17.8
"318",0.24522,0,9.9,0,5.44,5.782,71.7,4.0317,4,304,18.4,0.3969,0.1594,19.8
"319",0.40202,0,9.9,0,5.44,6.382,67.2,3.5325,4,304,18.4,0.39521,0.1036,23.1
"320",0.47547,0,9.9,0,5.44,6.113,58.8,4.0019,4,304,18.4,0.39623,0.1273,21
"321",0.1676,0,7.38,0,4.93,6.426,52.3,4.5404,5,287,19.6,0.3969,0.072,23.8
"322",0.18159,0,7.38,0,4.93,6.376,54.3,4.5404,5,287,19.6,0.3969,0.0687,23.1
"323",0.35114,0,7.38,0,4.93,6.041,49.9,4.7211,5,287,19.6,0.3969,0.077,20.4
"324",0.28392,0,7.38,0,4.93,5.708,74.3,4.7211,5,287,19.6,0.39113,0.1174,18.5
"325",0.34109,0,7.38,0,4.93,6.415,40.1,4.7211,5,287,19.6,0.3969,0.0612,25
"326",0.19186,0,7.38,0,4.93,6.431,14.7,5.4159,5,287,19.6,0.39368,0.0508,24.6
"327",0.30347,0,7.38,0,4.93,6.312,28.9,5.4159,5,287,19.6,0.3969,0.0615,23
"328",0.24103,0,7.38,0,4.93,6.083,43.7,5.4159,5,287,19.6,0.3969,0.1279,22.2
"329",0.06617,0,3.24,0,4.6,5.868,25.8,5.2146,4,430,16.9,0.38244,0.0997,19.3
"330",0.06724,0,3.24,0,4.6,6.333,17.2,5.2146,4,430,16.9,0.37521,0.0734,22.6
"331",0.04544,0,3.24,0,4.6,6.144,32.2,5.8736,4,430,16.9,0.36857,0.0909,19.8
"332",0.05023,35,6.06,0,4.379,5.706,28.4,6.6407,1,304,16.9,0.39402,0.1243,17.1
"333",0.03466,35,6.06,0,4.379,6.031,23.3,6.6407,1,304,16.9,0.36225,0.0783,19.4
"334",0.05083,0,5.19,0,5.15,6.316,38.1,6.4584,5,224,20.2,0.38971,0.0568,22.2
"335",0.03738,0,5.19,0,5.15,6.31,38.5,6.4584,5,224,20.2,0.3894,0.0675,20.7
"336",0.03961,0,5.19,0,5.15,6.037,34.5,5.9853,5,224,20.2,0.3969,0.0801,21.1
"337",0.03427,0,5.19,0,5.15,5.869,46.3,5.2311,5,224,20.2,0.3969,0.098,19.5
"338",0.03041,0,5.19,0,5.15,5.895,59.6,5.615,5,224,20.2,0.39481,0.1056,18.5
"339",0.03306,0,5.19,0,5.15,6.059,37.3,4.8122,5,224,20.2,0.39614,0.0851,20.6
"340",0.05497,0,5.19,0,5.15,5.985,45.4,4.8122,5,224,20.2,0.3969,0.0974,19
"341",0.06151,0,5.19,0,5.15,5.968,58.5,4.8122,5,224,20.2,0.3969,0.0929,18.7
"342",0.01301,35,1.52,0,4.42,7.241,49.3,7.0379,1,284,15.5,0.39474,0.0549,32.7
"343",0.02498,0,1.89,0,5.18,6.54,59.7,6.2669,1,422,15.9,0.38996,0.0865,16.5
"344",0.02543,55,3.78,0,4.84,6.696,56.4,5.7321,5,370,17.6,0.3969,0.0718,23.9
"345",0.03049,55,3.78,0,4.84,6.874,28.1,6.4654,5,370,17.6,0.38797,0.0461,31.2
"346",0.03113,0,4.39,0,4.42,6.014,48.5,8.0136,3,352,18.8,0.38564,0.1053,17.5
"347",0.06162,0,4.39,0,4.42,5.898,52.3,8.0136,3,352,18.8,0.36461,0.1267,17.2
"348",0.0187,85,4.15,0,4.29,6.516,27.7,8.5353,4,351,17.9,0.39243,0.0636,23.1
"349",0.01501,80,2.01,0,4.35,6.635,29.7,8.344,4,280,17,0.39094,0.0599,24.5
"350",0.02899,40,1.25,0,4.29,6.939,34.5,8.7921,1,335,19.7,0.38985,0.0589,26.6
"351",0.06211,40,1.25,0,4.29,6.49,44.4,8.7921,1,335,19.7,0.3969,0.0598,22.9
"352",0.0795,60,1.69,0,4.11,6.579,35.9,10.7103,4,411,18.3,0.37078,0.0549,24.1
"353",0.07244,60,1.69,0,4.11,5.884,18.5,10.7103,4,411,18.3,0.39233,0.0779,18.6
"354",0.01709,90,2.02,0,4.1,6.728,36.1,12.1265,5,187,17,0.38446,0.045,30.1
"355",0.04301,80,1.91,0,4.13,5.663,21.9,10.5857,4,334,22,0.3828,0.0805,18.2
"356",0.10659,80,1.91,0,4.13,5.936,19.5,10.5857,4,334,22,0.37604,0.0557,20.6
"357",8.98296,0,18.1,1,7.7,6.212,97.4,2.1222,24,666,20.2,0.37773,0.176,17.8
"358",3.8497,0,18.1,1,7.7,6.395,91,2.5052,24,666,20.2,0.39134,0.1327,21.7
"359",5.20177,0,18.1,1,7.7,6.127,83.4,2.7227,24,666,20.2,0.39543,0.1148,22.7
"360",4.26131,0,18.1,0,7.7,6.112,81.3,2.5091,24,666,20.2,0.39074,0.1267,22.6
"361",4.54192,0,18.1,0,7.7,6.398,88,2.5182,24,666,20.2,0.37456,0.0779,25
"362",3.83684,0,18.1,0,7.7,6.251,91.1,2.2955,24,666,20.2,0.35065,0.1419,19.9
"363",3.67822,0,18.1,0,7.7,5.362,96.2,2.1036,24,666,20.2,0.38079,0.1019,20.8
"364",4.22239,0,18.1,1,7.7,5.803,89,1.9047,24,666,20.2,0.35304,0.1464,16.8
"365",3.47428,0,18.1,1,7.18,8.78,82.9,1.9047,24,666,20.2,0.35455,0.0529,21.9
"366",4.55587,0,18.1,0,7.18,3.561,87.9,1.6132,24,666,20.2,0.3547,0.0712,27.5
"367",3.69695,0,18.1,0,7.18,4.963,91.4,1.7523,24,666,20.2,0.31603,0.14,21.9
"368",13.5222,0,18.1,0,6.31,3.863,100,1.5106,24,666,20.2,0.13142,0.1333,23.1
"369",4.89822,0,18.1,0,6.31,4.97,100,1.3325,24,666,20.2,0.37552,0.0326,50
"370",5.66998,0,18.1,1,6.31,6.683,96.8,1.3567,24,666,20.2,0.37533,0.0373,50
"371",6.53876,0,18.1,1,6.31,7.016,97.5,1.2024,24,666,20.2,0.39205,0.0296,50
"372",9.2323,0,18.1,0,6.31,6.216,100,1.1691,24,666,20.2,0.36615,0.0953,50
"373",8.26725,0,18.1,1,6.68,5.875,89.6,1.1296,24,666,20.2,0.34788,0.0888,50
"374",11.1081,0,18.1,0,6.68,4.906,100,1.1742,24,666,20.2,0.3969,0.3477,13.8
"375",18.4982,0,18.1,0,6.68,4.138,100,1.137,24,666,20.2,0.3969,0.3797,13.8
"376",19.6091,0,18.1,0,6.71,7.313,97.9,1.3163,24,666,20.2,0.3969,0.1344,15
"377",15.288,0,18.1,0,6.71,6.649,93.3,1.3449,24,666,20.2,0.36302,0.2324,13.9
"378",9.82349,0,18.1,0,6.71,6.794,98.8,1.358,24,666,20.2,0.3969,0.2124,13.3
"379",23.6482,0,18.1,0,6.71,6.38,96.2,1.3861,24,666,20.2,0.3969,0.2369,13.1
"380",17.8667,0,18.1,0,6.71,6.223,100,1.3861,24,666,20.2,0.39374,0.2178,10.2
"381",88.9762,0,18.1,0,6.71,6.968,91.9,1.4165,24,666,20.2,0.3969,0.1721,10.4
"382",15.8744,0,18.1,0,6.71,6.545,99.1,1.5192,24,666,20.2,0.3969,0.2108,10.9
"383",9.18702,0,18.1,0,7,5.536,100,1.5804,24,666,20.2,0.3969,0.236,11.3
"384",7.99248,0,18.1,0,7,5.52,100,1.5331,24,666,20.2,0.3969,0.2456,12.3
"385",20.0849,0,18.1,0,7,4.368,91.2,1.4395,24,666,20.2,0.28583,0.3063,8.8
"386",16.8118,0,18.1,0,7,5.277,98.1,1.4261,24,666,20.2,0.3969,0.3081,7.2
"387",24.3938,0,18.1,0,7,4.652,100,1.4672,24,666,20.2,0.3969,0.2828,10.5
"388",22.5971,0,18.1,0,7,5,89.5,1.5184,24,666,20.2,0.3969,0.3199,7.4
"389",14.3337,0,18.1,0,7,4.88,100,1.5895,24,666,20.2,0.37292,0.3062,10.2
"390",8.15174,0,18.1,0,7,5.39,98.9,1.7281,24,666,20.2,0.3969,0.2085,11.5
"391",6.96215,0,18.1,0,7,5.713,97,1.9265,24,666,20.2,0.39443,0.1711,15.1
"392",5.29305,0,18.1,0,7,6.051,82.5,2.1678,24,666,20.2,0.37838,0.1876,23.2
"393",11.5779,0,18.1,0,7,5.036,97,1.77,24,666,20.2,0.3969,0.2568,9.7
"394",8.64476,0,18.1,0,6.93,6.193,92.6,1.7912,24,666,20.2,0.3969,0.1517,13.8
"395",13.3598,0,18.1,0,6.93,5.887,94.7,1.7821,24,666,20.2,0.3969,0.1635,12.7
"396",8.71675,0,18.1,0,6.93,6.471,98.8,1.7257,24,666,20.2,0.39198,0.1712,13.1
"397",5.87205,0,18.1,0,6.93,6.405,96,1.6768,24,666,20.2,0.3969,0.1937,12.5
"398",7.67202,0,18.1,0,6.93,5.747,98.9,1.6334,24,666,20.2,0.3931,0.1992,8.5
"399",38.3518,0,18.1,0,6.93,5.453,100,1.4896,24,666,20.2,0.3969,0.3059,5
"400",9.91655,0,18.1,0,6.93,5.852,77.8,1.5004,24,666,20.2,0.33816,0.2997,6.3
"401",25.0461,0,18.1,0,6.93,5.987,100,1.5888,24,666,20.2,0.3969,0.2677,5.6
"402",14.2362,0,18.1,0,6.93,6.343,100,1.5741,24,666,20.2,0.3969,0.2032,7.2
"403",9.59571,0,18.1,0,6.93,6.404,100,1.639,24,666,20.2,0.37611,0.2031,12.1
"404",24.8017,0,18.1,0,6.93,5.349,96,1.7028,24,666,20.2,0.3969,0.1977,8.3
"405",41.5292,0,18.1,0,6.93,5.531,85.4,1.6074,24,666,20.2,0.32946,0.2738,8.5
"406",67.9208,0,18.1,0,6.93,5.683,100,1.4254,24,666,20.2,0.38497,0.2298,5
"407",20.7162,0,18.1,0,6.59,4.138,100,1.1781,24,666,20.2,0.37022,0.2334,11.9
"408",11.9511,0,18.1,0,6.59,5.608,100,1.2852,24,666,20.2,0.33209,0.1213,27.9
"409",7.40389,0,18.1,0,5.97,5.617,97.9,1.4547,24,666,20.2,0.31464,0.264,17.2
"410",14.4383,0,18.1,0,5.97,6.852,100,1.4655,24,666,20.2,0.17936,0.1978,27.5
"411",51.1358,0,18.1,0,5.97,5.757,100,1.413,24,666,20.2,0.0026,0.1011,15
"412",14.0507,0,18.1,0,5.97,6.657,100,1.5275,24,666,20.2,0.03505,0.2122,17.2
"413",18.811,0,18.1,0,5.97,4.628,100,1.5539,24,666,20.2,0.02879,0.3437,17.9
"414",28.6558,0,18.1,0,5.97,5.155,100,1.5894,24,666,20.2,0.21097,0.2008,16.3
"415",45.7461,0,18.1,0,6.93,4.519,100,1.6582,24,666,20.2,0.08827,0.3698,7
"416",18.0846,0,18.1,0,6.79,6.434,100,1.8347,24,666,20.2,0.02725,0.2905,7.2
"417",10.8342,0,18.1,0,6.79,6.782,90.8,1.8195,24,666,20.2,0.02157,0.2579,7.5
"418",25.9406,0,18.1,0,6.79,5.304,89.1,1.6475,24,666,20.2,0.12736,0.2664,10.4
"419",73.5341,0,18.1,0,6.79,5.957,100,1.8026,24,666,20.2,0.01645,0.2062,8.8
"420",11.8123,0,18.1,0,7.18,6.824,76.5,1.794,24,666,20.2,0.04845,0.2274,8.4
"421",11.0874,0,18.1,0,7.18,6.411,100,1.8589,24,666,20.2,0.31875,0.1502,16.7
"422",7.02259,0,18.1,0,7.18,6.006,95.3,1.8746,24,666,20.2,0.31998,0.157,14.2
"423",12.0482,0,18.1,0,6.14,5.648,87.6,1.9512,24,666,20.2,0.29155,0.141,20.8
"424",7.05042,0,18.1,0,6.14,6.103,85.1,2.0218,24,666,20.2,0.00252,0.2329,13.4
"425",8.79212,0,18.1,0,5.84,5.565,70.6,2.0635,24,666,20.2,0.00365,0.1716,11.7
"426",15.8603,0,18.1,0,6.79,5.896,95.4,1.9096,24,666,20.2,0.00768,0.2439,8.3
"427",12.2472,0,18.1,0,5.84,5.837,59.7,1.9976,24,666,20.2,0.02465,0.1569,10.2
"428",37.6619,0,18.1,0,6.79,6.202,78.7,1.8629,24,666,20.2,0.01882,0.1452,10.9
"429",7.36711,0,18.1,0,6.79,6.193,78.1,1.9356,24,666,20.2,0.09673,0.2152,11
"430",9.33889,0,18.1,0,6.79,6.38,95.6,1.9682,24,666,20.2,0.06072,0.2408,9.5
"431",8.49213,0,18.1,0,5.84,6.348,86.1,2.0527,24,666,20.2,0.08345,0.1764,14.5
"432",10.0623,0,18.1,0,5.84,6.833,94.3,2.0882,24,666,20.2,0.08133,0.1969,14.1
"433",6.44405,0,18.1,0,5.84,6.425,74.8,2.2004,24,666,20.2,0.09795,0.1203,16.1
"434",5.58107,0,18.1,0,7.13,6.436,87.9,2.3158,24,666,20.2,0.10019,0.1622,14.3
"435",13.9134,0,18.1,0,7.13,6.208,95,2.2222,24,666,20.2,0.10063,0.1517,11.7
"436",11.1604,0,18.1,0,7.4,6.629,94.6,2.1247,24,666,20.2,0.10985,0.2327,13.4
"437",14.4208,0,18.1,0,7.4,6.461,93.3,2.0026,24,666,20.2,0.02749,0.1805,9.6
"438",15.1772,0,18.1,0,7.4,6.152,100,1.9142,24,666,20.2,0.00932,0.2645,8.7
"439",13.6781,0,18.1,0,7.4,5.935,87.9,1.8206,24,666,20.2,0.06895,0.3402,8.4
"440",9.39063,0,18.1,0,7.4,5.627,93.9,1.8172,24,666,20.2,0.3969,0.2288,12.8
"441",22.0511,0,18.1,0,7.4,5.818,92.4,1.8662,24,666,20.2,0.39145,0.2211,10.5
"442",9.72418,0,18.1,0,7.4,6.406,97.2,2.0651,24,666,20.2,0.38596,0.1952,17.1
"443",5.66637,0,18.1,0,7.4,6.219,100,2.0048,24,666,20.2,0.39569,0.1659,18.4
"444",9.96654,0,18.1,0,7.4,6.485,100,1.9784,24,666,20.2,0.38673,0.1885,15.4
"445",12.8023,0,18.1,0,7.4,5.854,96.6,1.8956,24,666,20.2,0.24052,0.2379,10.8
"446",10.6718,0,18.1,0,7.4,6.459,94.8,1.9879,24,666,20.2,0.04306,0.2398,11.8
"447",6.28807,0,18.1,0,7.4,6.341,96.4,2.072,24,666,20.2,0.31801,0.1779,14.9
"448",9.92485,0,18.1,0,7.4,6.251,96.6,2.198,24,666,20.2,0.38852,0.1644,12.6
"449",9.32909,0,18.1,0,7.13,6.185,98.7,2.2616,24,666,20.2,0.3969,0.1813,14.1
"450",7.52601,0,18.1,0,7.13,6.417,98.3,2.185,24,666,20.2,0.30421,0.1931,13
"451",6.71772,0,18.1,0,7.13,6.749,92.6,2.3236,24,666,20.2,0.00032,0.1744,13.4
"452",5.44114,0,18.1,0,7.13,6.655,98.2,2.3552,24,666,20.2,0.35529,0.1773,15.2
"453",5.09017,0,18.1,0,7.13,6.297,91.8,2.3682,24,666,20.2,0.38509,0.1727,16.1
"454",8.24809,0,18.1,0,7.13,7.393,99.3,2.4527,24,666,20.2,0.37587,0.1674,17.8
"455",9.51363,0,18.1,0,7.13,6.728,94.1,2.4961,24,666,20.2,0.00668,0.1871,14.9
"456",4.75237,0,18.1,0,7.13,6.525,86.5,2.4358,24,666,20.2,0.05092,0.1813,14.1
"457",4.66883,0,18.1,0,7.13,5.976,87.9,2.5806,24,666,20.2,0.01048,0.1901,12.7
"458",8.20058,0,18.1,0,7.13,5.936,80.3,2.7792,24,666,20.2,0.0035,0.1694,13.5
"459",7.75223,0,18.1,0,7.13,6.301,83.7,2.7831,24,666,20.2,0.27221,0.1623,14.9
"460",6.80117,0,18.1,0,7.13,6.081,84.4,2.7175,24,666,20.2,0.3969,0.147,20
"461",4.81213,0,18.1,0,7.13,6.701,90,2.5975,24,666,20.2,0.25523,0.1642,16.4
"462",3.69311,0,18.1,0,7.13,6.376,88.4,2.5671,24,666,20.2,0.39143,0.1465,17.7
"463",6.65492,0,18.1,0,7.13,6.317,83,2.7344,24,666,20.2,0.3969,0.1399,19.5
"464",5.82115,0,18.1,0,7.13,6.513,89.9,2.8016,24,666,20.2,0.39382,0.1029,20.2
"465",7.83932,0,18.1,0,6.55,6.209,65.4,2.9634,24,666,20.2,0.3969,0.1322,21.4
"466",3.1636,0,18.1,0,6.55,5.759,48.2,3.0665,24,666,20.2,0.3344,0.1413,19.9
"467",3.77498,0,18.1,0,6.55,5.952,84.7,2.8715,24,666,20.2,0.02201,0.1715,19
"468",4.42228,0,18.1,0,5.84,6.003,94.5,2.5403,24,666,20.2,0.33129,0.2132,19.1
"469",15.5757,0,18.1,0,5.8,5.926,71,2.9084,24,666,20.2,0.36874,0.1813,19.1
"470",13.0751,0,18.1,0,5.8,5.713,56.7,2.8237,24,666,20.2,0.3969,0.1476,20.1
"471",4.34879,0,18.1,0,5.8,6.167,84,3.0334,24,666,20.2,0.3969,0.1629,19.9
"472",4.03841,0,18.1,0,5.32,6.229,90.7,3.0993,24,666,20.2,0.39533,0.1287,19.6
"473",3.56868,0,18.1,0,5.8,6.437,75,2.8965,24,666,20.2,0.39337,0.1436,23.2
"474",4.64689,0,18.1,0,6.14,6.98,67.6,2.5329,24,666,20.2,0.37468,0.1166,29.8
"475",8.05579,0,18.1,0,5.84,5.427,95.4,2.4298,24,666,20.2,0.35258,0.1814,13.8
"476",6.39312,0,18.1,0,5.84,6.162,97.4,2.206,24,666,20.2,0.30276,0.241,13.3
"477",4.87141,0,18.1,0,6.14,6.484,93.6,2.3053,24,666,20.2,0.39621,0.1868,16.7
"478",15.0234,0,18.1,0,6.14,5.304,97.3,2.1007,24,666,20.2,0.34948,0.2491,12
"479",10.233,0,18.1,0,6.14,6.185,96.7,2.1705,24,666,20.2,0.3797,0.1803,14.6
"480",14.3337,0,18.1,0,6.14,6.229,88,1.9512,24,666,20.2,0.38332,0.1311,21.4
"481",5.82401,0,18.1,0,5.32,6.242,64.7,3.4242,24,666,20.2,0.3969,0.1074,23
"482",5.70818,0,18.1,0,5.32,6.75,74.9,3.3317,24,666,20.2,0.39307,0.0774,23.7
"483",5.73116,0,18.1,0,5.32,7.061,77,3.4106,24,666,20.2,0.39528,0.0701,25
"484",2.81838,0,18.1,0,5.32,5.762,40.3,4.0983,24,666,20.2,0.39292,0.1042,21.8
"485",2.37857,0,18.1,0,5.83,5.871,41.9,3.724,24,666,20.2,0.37073,0.1334,20.6
"486",3.67367,0,18.1,0,5.83,6.312,51.9,3.9917,24,666,20.2,0.38862,0.1058,21.2
"487",5.69175,0,18.1,0,5.83,6.114,79.8,3.5459,24,666,20.2,0.39268,0.1498,19.1
"488",4.83567,0,18.1,0,5.83,5.905,53.2,3.1523,24,666,20.2,0.38822,0.1145,20.6
"489",0.15086,0,27.74,0,6.09,5.454,92.7,1.8209,4,711,20.1,0.39509,0.1806,15.2
"490",0.18337,0,27.74,0,6.09,5.414,98.3,1.7554,4,711,20.1,0.34405,0.2397,7
"491",0.20746,0,27.74,0,6.09,5.093,98,1.8226,4,711,20.1,0.31843,0.2968,8.1
"492",0.10574,0,27.74,0,6.09,5.983,98.8,1.8681,4,711,20.1,0.39011,0.1807,13.6
"493",0.11132,0,27.74,0,6.09,5.983,83.5,2.1099,4,711,20.1,0.3969,0.1335,20.1
"494",0.17331,0,9.69,0,5.85,5.707,54,2.3817,6,391,19.2,0.3969,0.1201,21.8
"495",0.27957,0,9.69,0,5.85,5.926,42.6,2.3817,6,391,19.2,0.3969,0.1359,24.5
"496",0.17899,0,9.69,0,5.85,5.67,28.8,2.7986,6,391,19.2,0.39329,0.176,23.1
"497",0.2896,0,9.69,0,5.85,5.39,72.9,2.7986,6,391,19.2,0.3969,0.2114,19.7
"498",0.26838,0,9.69,0,5.85,5.794,70.6,2.8927,6,391,19.2,0.3969,0.141,18.3
"499",0.23912,0,9.69,0,5.85,6.019,65.3,2.4091,6,391,19.2,0.3969,0.1292,21.2
"500",0.17783,0,9.69,0,5.85,5.569,73.5,2.3999,6,391,19.2,0.39577,0.151,17.5
"501",0.22438,0,9.69,0,5.85,6.027,79.7,2.4982,6,391,19.2,0.3969,0.1433,16.8
"502",0.06263,0,11.93,0,5.73,6.593,69.1,2.4786,1,273,21,0.39199,0.0967,22.4
"503",0.04527,0,11.93,0,5.73,6.12,76.7,2.2875,1,273,21,0.3969,0.0908,20.6
"504",0.06076,0,11.93,0,5.73,6.976,91,2.1675,1,273,21,0.3969,0.0564,23.9
"505",0.10959,0,11.93,0,5.73,6.794,89.3,2.3889,1,273,21,0.39345,0.0648,22
"506",0.04741,0,11.93,0,5.73,6.03,80.8,2.505,1,273,21,0.3969,0.0788,11.9
